epcpwm,epcpressuresetpoint,load,Line,EPC_Press,ISS_Speed,Slippage,tcc,rpm,CurrentGear,CurrentSpeed
88,101,1.90,194,120,0.00,0.00,0,1377,3,24.20
0,101,1.90,134,68,0.00,0.00,0,1359,3,24.01
15,101,1.90,165,113,0.00,0.00,0,1360,3,22.83
77,101,1.90,186,124,0.00,0.00,0,1337,3,23.35
0,101,1.90,135,51,0.00,0.00,0,1345,3,23.18
53,101,1.90,126,75,0.00,0.00,0,1330,3,21.91
46,101,1.90,116,72,0.00,0.00,0,1311,3,22.07
62,101,1.90,112,78,0.00,0.00,0,1285,3,20.97
0,101,1.90,104,57,0.00,0.00,0,1269,3,20.36
70,101,1.90,147,95,0.00,0.00,0,1236,3,19.96
58,101,1.90,162,101,0.00,0.00,0,1220,3,18.99
44,101,1.90,139,89,0.00,0.00,0,1200,3,15.27
66,101,1.90,189,118,0.00,0.00,0,1179,3,14.60
31,101,1.90,119,77,0.00,0.00,0,1152,3,17.85
90,101,1.90,201,117,0.00,0.00,0,1151,3,10.63
68,101,1.90,210,122,0.00,0.00,0,1147,3,7.28
1,101,1.90,129,89,0.00,0.00,0,1148,3,7.28
54,101,6.80,188,117,0.00,0.00,0,1174,2,3.77
18,106,10.50,166,102,0.00,0.00,0,1276,2,0.47
44,110,12.20,196,118,0.00,0.00,0,1873,1,0.47
133,50,13.20,181,116,0.00,0.00,0,1897,1,3.69
15,50,13.90,63,30,0.00,0.00,0,1934,1,11.05
0,124,14.70,68,30,0.00,0.00,0,1938,2,10.33
42,50,15.00,185,112,0.00,0.00,0,1975,2,10.41
100,50,15.80,64,31,0.00,0.00,0,1980,2,12.90
145,50,17.30,87,62,0.00,0.00,0,2040,2,15.82
0,117,18.00,83,46,0.00,0.00,0,2089,3,18.08
0,118,18.00,181,113,0.00,0.00,0,2097,3,18.42
0,117,17.90,197,118,0.00,0.00,0,2121,3,18.10
0,118,18.00,187,118,0.00,0.00,0,1969,3,18.26
0,118,18.10,188,118,0.00,0.00,0,1794,3,18.85
0,118,18.70,190,118,0.00,0.00,0,1804,3,19.92
0,119,19.00,198,119,0.00,0.00,0,1817,3,20.13
0,119,19.30,199,119,0.00,0.00,0,1854,3,20.94
0,119,19.10,199,118,0.00,0.00,0,1860,3,21.02
0,119,19.10,195,119,0.00,0.00,0,1867,3,21.05
0,119,19.00,190,119,0.00,0.00,0,1866,3,21.84
0,119,19.00,186,118,0.00,0.00,0,1873,3,22.03
0,119,19.10,189,119,0.00,0.00,0,1873,3,22.93
0,115,15.90,191,118,0.00,0.00,0,1872,3,23.00
0,112,12.00,195,119,0.00,0.00,0,1747,3,23.08
0,111,11.00,201,119,0.00,0.00,0,1640,3,23.05
65,107,6.70,161,105,0.00,0.00,0,1589,3,22.91
76,104,4.30,186,125,0.00,0.00,0,1498,3,23.10
1,102,2.60,125,112,0.00,0.00,0,1425,3,18.14
36,102,2.40,189,115,0.00,0.00,0,1338,3,22.92
83,102,2.10,131,96,0.00,0.00,0,1335,3,22.09
0,102,2.00,136,67,0.00,0.00,0,1323,3,22.26
0,101,1.90,159,96,0.00,0.00,0,1305,3,22.24
0,101,1.90,189,115,0.00,0.00,0,1307,3,21.96
20,101,1.90,179,117,0.00,0.00,0,1295,3,21.30
43,101,1.90,194,121,0.00,0.00,0,1285,3,21.21
83,101,1.90,188,111,0.00,0.00,0,1275,3,20.98
0,101,1.90,139,71,0.00,0.00,0,1268,3,20.27
58,101,1.90,178,110,0.00,0.00,0,1251,3,19.90
33,101,1.90,154,110,0.00,0.00,0,1221,3,18.95
65,101,1.90,186,112,0.00,0.00,0,1199,3,14.91
29,101,1.90,143,84,0.00,0.00,0,1180,3,11.81
62,101,1.90,186,110,0.00,0.00,0,1153,3,10.69
61,101,1.90,172,103,0.00,0.00,0,1145,3,5.75
50,101,1.90,147,97,0.00,0.00,0,1074,3,2.33
60,101,1.90,167,103,0.00,0.00,0,989,2,2.33
49,101,1.90,141,97,0.00,0.00,0,899,1,1.08
65,101,1.90,157,107,0.00,0.00,0,905,1,0.01
41,101,1.90,147,92,0.00,0.00,0,901,1,0.01
64,101,1.90,159,106,0.00,0.00,0,888,1,0.01
37,101,1.90,138,91,0.00,0.00,0,821,1,0.01
67,101,5.90,158,109,0.00,0.00,0,1002,1,0.01
28,105,8.30,152,90,0.00,0.00,0,986,1,0.01
63,108,16.10,194,114,0.00,0.00,0,1565,1,0.01
15,116,24.20,167,95,0.00,0.00,0,1950,1,0.01
39,124,26.70,203,117,0.00,0.00,0,2066,1,0.01
5,136,35.90,192,113,0.00,0.00,0,2229,2,0.01
0,50,43.90,79,30,0.00,0.00,0,2477,1,14.07
19,50,43.30,71,30,0.00,0.00,0,2499,1,16.10
0,50,41.50,64,30,0.00,0.00,0,2532,1,19.17
0,149,39.50,175,120,0.00,0.00,0,2533,2,20.04
0,146,36.60,184,120,0.00,0.00,0,2542,2,21.00
0,143,32.80,216,118,0.00,0.00,0,2535,2,22.09
187,50,26.30,93,31,0.00,0.00,0,2488,2,23.06
0,50,26.10,58,30,0.00,0.00,0,2514,2,23.90
73,50,24.70,66,30,0.00,0.00,0,2529,2,24.12
0,119,19.30,190,123,0.00,0.00,0,2493,3,25.24
22,116,16.00,196,119,0.00,0.00,0,2424,3,25.07
38,115,15.40,200,115,0.00,0.00,0,2451,3,25.07
38,111,10.70,175,108,0.00,0.00,0,1912,3,26.00
56,110,10.50,171,111,0.00,0.00,0,1656,3,26.00
45,110,10.60,202,127,0.00,0.00,0,1648,3,26.04
82,106,5.60,173,120,0.00,0.00,0,1659,3,26.03
0,103,3.20,156,81,0.00,0.00,0,1547,3,25.20
21,102,2.80,148,113,0.00,0.00,0,1449,3,25.12
70,102,2.00,204,123,0.00,0.00,0,1442,3,26.06
0,101,1.90,133,77,0.00,0.00,0,1434,3,25.11
69,101,1.90,147,92,0.00,0.00,0,1400,3,25.11
25,101,1.90,183,115,0.00,0.00,0,1391,3,24.85
93,101,1.90,193,122,0.00,0.00,0,1394,3,23.91
32,101,1.90,134,77,0.00,0.00,0,1400,3,23.87
65,101,1.90,115,78,0.00,0.00,0,1370,3,23.91
0,101,1.90,152,68,0.00,0.00,0,1376,3,24.14
52,101,1.90,188,120,0.00,0.00,0,1358,3,23.09
43,101,1.90,181,118,0.00,0.00,0,1342,3,22.92
69,101,1.90,186,113,0.00,0.00,0,1340,3,22.96
2,101,1.90,175,111,0.00,0.00,0,1333,3,23.08
51,101,1.90,192,118,0.00,0.00,0,1343,3,22.91
88,101,1.90,174,114,0.00,0.00,0,1328,3,22.90
0,101,1.90,138,75,0.00,0.00,0,1328,3,22.94
55,101,1.90,190,116,0.00,0.00,0,1326,3,22.20
25,101,1.90,170,111,0.00,0.00,0,1319,3,21.82
96,101,1.90,187,121,0.00,0.00,0,1316,3,22.02
70,101,1.90,146,97,0.00,0.00,0,1326,3,20.87
0,101,1.90,160,104,0.00,0.00,0,1296,3,21.08
12,101,1.90,176,111,0.00,0.00,0,1271,3,20.98
19,101,1.90,200,119,0.00,0.00,0,1266,3,19.99
45,101,1.90,181,115,0.00,0.00,0,1242,3,20.28
77,101,1.90,160,110,0.00,0.00,0,1230,3,18.81
37,101,1.90,145,84,0.00,0.00,0,1191,3,19.00
43,101,1.90,141,92,0.00,0.00,0,1196,3,15.18
73,101,1.90,185,115,0.00,0.00,0,1167,3,14.51
31,101,1.90,116,69,0.00,0.00,0,1156,3,10.74
41,101,1.90,137,92,0.00,0.00,0,1137,3,5.81
73,101,1.90,163,110,0.00,0.00,0,1062,2,2.30
30,101,1.90,125,84,0.00,0.00,0,1004,2,2.30
75,101,1.90,163,111,0.00,0.00,0,949,1,1.07
21,101,1.90,131,81,0.00,0.00,0,969,1,0.00
80,101,4.60,192,117,0.00,0.00,0,982,1,0.00
6,104,9.60,120,77,0.00,0.00,0,1444,1,0.00
70,109,10.10,198,120,0.00,0.00,0,1500,1,0.00
10,110,12.30,153,89,0.00,0.00,0,1608,1,0.00
58,112,15.20,197,120,0.00,0.00,0,1732,1,0.00
14,115,15.70,160,100,0.00,0.00,0,1811,1,0.00
28,125,14.60,196,117,0.00,0.00,0,1835,2,0.00
35,114,14.20,195,116,0.00,0.00,0,1842,1,0.00
15,124,14.30,184,115,0.00,0.00,0,1873,2,0.00
36,114,13.30,191,119,0.00,0.00,0,1910,1,3.23
0,50,10.30,67,30,0.00,0.00,0,1879,1,6.54
51,120,9.60,184,115,0.00,0.00,0,1880,2,6.54
26,119,3.50,178,104,0.00,0.00,0,1618,2,6.54
45,113,1.90,176,113,0.00,0.00,0,1249,2,3.41
32,111,1.90,158,107,0.00,0.00,0,1061,2,0.10
56,101,2.00,177,113,0.00,0.00,0,1049,1,0.10
35,102,13.00,153,101,0.00,0.00,0,1067,1,0.10
42,113,1.90,179,113,0.00,0.00,0,1375,1,0.10
56,101,1.90,171,111,0.00,0.00,0,1568,1,0.10
41,101,1.90,149,101,0.00,0.00,0,1141,1,0.10
59,101,1.90,168,110,0.00,0.00,0,983,1,0.10
40,101,1.90,152,97,0.00,0.00,0,967,1,0.10
64,101,1.90,160,110,0.00,0.00,0,978,1,0.10
39,101,1.90,158,94,0.00,0.00,0,985,1,0.10
63,101,1.90,163,108,0.00,0.00,0,977,1,0.10
40,101,1.90,137,94,0.00,0.00,0,987,1,0.10
65,101,1.90,158,109,0.00,0.00,0,976,1,0.10
37,101,1.90,139,92,0.00,0.00,0,983,1,0.10
72,101,1.90,177,113,0.00,0.00,0,964,1,0.10
25,101,1.90,129,85,0.00,0.00,0,980,1,0.10
74,101,1.90,182,114,0.00,0.00,0,965,1,0.10
20,101,1.90,123,83,0.00,0.00,0,979,1,0.10
79,101,1.90,176,118,0.00,0.00,0,961,1,0.10
9,101,1.90,126,77,0.00,0.00,0,986,1,0.10
80,101,1.90,192,119,0.00,0.00,0,975,1,0.10
4,101,1.90,125,76,0.00,0.00,0,994,1,0.10
75,101,1.90,174,118,0.00,0.00,0,980,1,0.10
11,101,1.90,140,83,0.00,0.00,0,941,1,0.10
67,101,1.90,185,115,0.00,0.00,0,1288,1,0.10
22,101,2.00,149,91,0.00,0.00,0,1121,1,0.10
63,102,13.40,178,115,0.00,0.00,0,1107,1,0.10
6,113,1.90,149,91,0.00,0.00,0,1021,1,0.10
68,101,1.90,172,116,0.00,0.00,0,954,1,0.10
17,101,1.90,129,89,0.00,0.00,0,934,1,0.10
64,101,2.20,176,116,0.00,0.00,0,884,1,0.10
24,102,6.40,133,94,0.00,0.00,0,779,1,0.10
59,106,8.40,185,116,0.00,0.00,0,1229,1,0.10
28,108,13.40,156,100,0.00,0.00,0,1302,1,0.10
51,113,16.10,177,117,0.00,0.00,0,1630,1,0.10
28,116,24.00,173,107,0.00,0.00,0,1925,1,0.10
33,124,35.60,189,117,0.00,0.00,0,2441,1,3.19
26,50,53.70,73,31,0.00,0.00,0,2495,2,13.53
87,50,56.40,64,32,0.00,0.00,0,2572,2,17.91
31,50,58.20,64,30,0.00,0.00,0,2696,2,15.24
95,50,34.40,72,30,0.00,0.00,0,2697,1,20.06
0,50,32.50,67,37,0.00,0.00,0,2488,1,20.78
7,50,32.80,67,30,0.00,0.00,0,2486,1,21.83
90,50,23.80,70,30,0.00,0.00,0,2460,2,22.29
0,50,16.00,58,30,0.00,0.00,0,2440,2,23.20
26,50,10.30,61,30,0.00,0.00,0,2228,2,22.03
59,108,8.60,166,107,0.00,0.00,0,2226,3,21.89
32,106,6.00,192,107,0.00,0.00,0,2110,3,21.77
91,103,3.30,146,104,0.00,0.00,0,1914,3,21.22
18,101,1.90,126,78,0.00,0.00,0,1539,3,20.81
57,101,1.90,102,83,0.00,0.00,0,1218,3,21.11
0,101,1.90,136,72,0.00,0.00,0,1279,3,20.91
84,101,1.90,160,102,0.00,0.00,0,1253,3,20.81
0,101,1.90,137,96,0.00,0.00,0,1263,3,20.32
52,101,1.90,169,114,0.00,0.00,0,1235,3,19.77
56,101,1.90,174,109,0.00,0.00,0,1228,3,16.01
53,101,1.90,175,110,0.00,0.00,0,1228,3,19.16
43,101,1.90,156,94,0.00,0.00,0,1216,3,19.47
47,101,1.90,144,84,0.00,0.00,0,1209,3,15.70
63,101,1.90,166,106,0.00,0.00,0,1213,3,15.47
23,101,1.90,131,75,0.00,0.00,0,1190,3,15.41
80,101,1.90,187,120,0.00,0.00,0,1188,3,14.94
0,101,1.90,73,40,0.00,0.00,0,1193,3,11.21
34,101,1.90,182,116,0.00,0.00,0,1170,3,10.82
45,101,1.90,161,104,0.00,0.00,0,1149,3,13.92
59,101,1.90,176,109,0.00,0.00,0,1126,3,7.92
46,101,1.90,156,99,0.00,0.00,0,1066,3,4.57
63,101,1.90,157,108,0.00,0.00,0,1016,2,1.21
43,101,4.10,152,95,0.00,0.00,0,999,2,1.21
58,104,5.40,166,106,0.00,0.00,0,1016,1,0.00
42,105,5.30,169,98,0.00,0.00,0,1154,1,0.00
57,105,1.90,166,108,0.00,0.00,0,1048,1,0.00
50,101,1.90,160,101,0.00,0.00,0,1026,1,0.00
57,101,1.90,172,105,0.00,0.00,0,998,1,0.00
50,101,1.90,153,100,0.00,0.00,0,985,1,0.00
57,101,1.90,166,104,0.00,0.00,0,941,1,0.00
52,101,1.90,146,100,0.00,0.00,0,906,1,0.00
58,101,1.90,174,104,0.00,0.00,0,854,1,0.00
48,101,9.50,147,97,0.00,0.00,0,754,1,0.00
51,109,14.80,182,106,0.00,0.00,0,1556,1,0.00
38,114,21.10,166,104,0.00,0.00,0,1850,1,0.00
37,121,24.90,188,111,0.00,0.00,0,2046,1,0.00
16,134,28.10,185,113,0.00,0.00,0,2199,2,0.00
130,50,22.00,190,116,0.00,0.00,0,2142,1,3.48
0,50,18.70,61,29,0.00,0.00,0,2134,1,17.28
32,50,15.80,59,30,0.00,0.00,0,2049,1,17.07
55,50,14.70,62,30,0.00,0.00,0,2033,2,12.32
79,50,10.30,58,30,0.00,0.00,0,1977,2,14.20
40,50,9.70,57,30,0.00,0.00,0,1943,2,8.15
37,109,9.70,212,123,0.00,0.00,0,1945,3,17.70
49,109,8.90,179,114,0.00,0.00,0,1931,3,10.92
48,108,8.00,170,108,0.00,0.00,0,1909,3,17.16
50,101,1.90,156,94,0.00,0.00,0,1441,3,12.68
46,101,1.90,139,93,0.00,0.00,0,1062,3,10.72
38,101,1.90,128,80,0.00,0.00,0,1139,3,13.93
16,101,1.90,112,71,0.00,0.00,0,1175,3,10.55
5,101,1.90,120,71,0.00,0.00,0,1153,3,10.55
81,101,1.90,173,118,0.00,0.00,0,1104,3,6.90
5,101,1.90,133,77,0.00,0.00,0,1046,3,6.90
71,101,1.90,175,115,0.00,0.00,0,978,2,3.39
16,101,1.90,124,86,0.00,0.00,0,887,2,0.00
72,101,1.90,187,119,0.00,0.00,0,891,1,0.00
13,101,1.90,122,85,0.00,0.00,0,910,1,0.00
68,101,3.20,179,116,0.00,0.00,0,841,1,0.00
20,103,9.90,150,91,0.00,0.00,0,1081,1,0.00
61,109,12.10,190,119,0.00,0.00,0,1332,1,0.00
19,112,15.50,167,98,0.00,0.00,0,1572,1,0.00
49,115,16.20,191,118,0.00,0.00,0,1674,1,0.00
23,116,16.10,172,106,0.00,0.00,0,1726,1,0.00
42,116,10.90,180,118,0.00,0.00,0,1603,1,0.00
19,120,9.80,181,110,0.00,0.00,0,1572,2,0.00
48,109,9.90,191,118,0.00,0.00,0,1629,1,0.00
31,109,9.80,176,110,0.00,0.00,0,1642,1,0.00
44,109,7.60,184,115,0.00,0.00,0,1584,1,0.00
38,107,2.30,173,109,0.00,0.00,0,1322,1,0.00
51,102,1.90,178,111,0.00,0.00,0,1089,1,0.00
43,101,1.90,165,104,0.00,0.00,0,1002,1,0.00
51,101,1.90,169,106,0.00,0.00,0,980,1,0.00
48,101,1.90,149,103,0.00,0.00,0,973,1,0.00
55,101,1.90,164,106,0.00,0.00,0,970,1,0.00
50,101,1.90,157,102,0.00,0.00,0,989,1,0.00
55,101,1.90,150,104,0.00,0.00,0,963,1,0.00
53,101,1.90,145,102,0.00,0.00,0,964,1,0.00
56,101,1.90,165,103,0.00,0.00,0,871,1,0.00
53,101,1.90,158,100,0.00,0.00,0,744,1,0.00
56,101,1.90,149,102,0.00,0.00,0,629,1,0.00
54,101,1.90,160,101,0.00,0.00,0,679,1,0.00
56,101,1.90,152,102,0.00,0.00,0,694,1,0.00
55,101,4.10,162,101,0.00,0.00,0,667,1,0.00
49,104,15.50,161,100,0.00,0.00,0,1661,1,0.00
42,115,17.10,173,106,0.00,0.00,0,1651,1,0.00
44,117,17.10,178,111,0.00,0.00,0,1643,1,0.00
40,117,17.10,179,111,0.00,0.00,0,1685,1,0.00
40,117,20.80,189,113,0.00,0.00,0,1881,1,0.00
30,120,22.90,189,111,0.00,0.00,0,2030,1,0.00
136,50,22.90,198,117,0.00,0.00,0,2116,2,6.47
1,50,22.90,56,30,0.00,0.00,0,2156,2,13.55
83,50,22.80,63,29,0.00,0.00,0,2172,2,14.15
25,50,22.90,64,30,0.00,0.00,0,2201,1,15.58
18,50,22.90,59,30,0.00,0.00,0,2241,1,18.97
10,50,22.80,56,30,0.00,0.00,0,2270,1,20.15
64,50,22.80,56,27,0.00,0.00,0,2298,2,20.05
0,50,22.80,58,26,0.00,0.00,0,2327,2,20.90
3,50,22.40,60,30,0.00,0.00,0,2355,2,21.26
0,121,21.30,189,116,0.00,0.00,0,2359,3,22.02
0,119,18.90,191,119,0.00,0.00,0,2353,3,22.10
0,119,19.00,190,120,0.00,0.00,0,2361,3,22.86
26,113,13.40,195,118,0.00,0.00,0,1948,3,23.96
50,113,13.30,187,118,0.00,0.00,0,1718,3,24.04
38,113,13.40,195,118,0.00,0.00,0,1681,3,24.23
41,113,13.40,194,121,0.00,0.00,0,1691,3,24.86
76,108,8.40,199,127,0.00,0.00,0,1680,3,24.95
38,106,6.80,191,120,0.00,0.00,0,1584,3,25.00
77,105,5.10,168,111,0.00,0.00,0,1548,3,25.00
0,103,3.20,179,113,0.00,0.00,0,1521,3,24.01
26,102,2.10,182,116,0.00,0.00,0,1424,3,23.98
104,101,1.90,178,114,0.00,0.00,0,1404,3,23.99
35,101,1.90,177,110,0.00,0.00,0,1395,3,23.95
52,101,1.90,123,74,0.00,0.00,0,1381,3,23.72
12,101,1.90,100,53,0.00,0.00,0,1385,3,23.69
79,101,1.90,180,124,0.00,0.00,0,1371,3,24.12
0,101,1.90,136,97,0.00,0.00,0,1365,3,23.17
0,101,1.90,152,111,0.00,0.00,0,1373,3,23.10
31,101,1.90,165,117,0.00,0.00,0,1337,3,22.99
114,101,1.90,194,123,0.00,0.00,0,1359,3,23.36
0,101,1.90,195,122,0.00,0.00,0,1334,3,23.08
69,101,1.90,184,117,0.00,0.00,0,1332,3,21.80
0,101,1.90,141,113,0.00,0.00,0,1329,3,22.12
14,101,1.90,152,82,0.00,0.00,0,1317,3,22.20
56,101,1.90,197,120,0.00,0.00,0,1299,3,21.96
35,101,1.90,166,111,0.00,0.00,0,1313,3,22.37
102,101,1.90,189,123,0.00,0.00,0,1302,3,21.81
61,101,1.90,182,113,0.00,0.00,0,1304,3,21.17
49,101,1.90,170,105,0.00,0.00,0,1301,3,20.74
53,102,2.00,151,99,0.00,0.00,0,1274,3,21.34
86,101,1.90,183,115,0.00,0.00,0,1264,3,20.70
0,101,1.90,109,59,0.00,0.00,0,1283,3,21.09
51,101,1.90,193,121,0.00,0.00,0,1251,3,20.17
70,101,1.90,191,116,0.00,0.00,0,1259,3,19.75
0,101,1.90,127,73,0.00,0.00,0,1257,3,19.82
80,101,1.90,161,106,0.00,0.00,0,1224,3,19.43
14,101,1.90,155,92,0.00,0.00,0,1221,3,15.48
65,101,1.90,172,109,0.00,0.00,0,1196,3,18.19
39,101,1.90,133,86,0.00,0.00,0,1176,3,14.30
67,101,1.90,178,114,0.00,0.00,0,1173,3,10.97
71,101,1.90,180,111,0.00,0.00,0,1140,3,10.51
41,101,1.90,149,90,0.00,0.00,0,1135,3,10.51
63,101,1.90,182,109,0.00,0.00,0,1133,3,6.92
41,101,1.90,159,98,0.00,0.00,0,1077,3,3.55
64,101,1.90,176,111,0.00,0.00,0,1032,2,3.55
33,101,1.90,151,91,0.00,0.00,0,991,1,0.07
68,101,4.30,183,111,0.00,0.00,0,941,1,0.07
23,104,4.30,130,87,0.00,0.00,0,981,1,0.07
72,104,4.90,175,117,0.00,0.00,0,1021,1,0.07
19,104,3.00,146,87,0.00,0.00,0,1211,1,0.07
70,103,1.90,180,116,0.00,0.00,0,1051,1,0.07
21,101,1.90,137,87,0.00,0.00,0,1018,1,0.07
65,101,1.90,171,112,0.00,0.00,0,981,1,0.07
30,101,1.90,140,93,0.00,0.00,0,988,1,0.07
66,101,1.90,185,114,0.00,0.00,0,997,1,0.07
28,101,1.90,135,91,0.00,0.00,0,1013,1,0.07
72,101,1.90,168,116,0.00,0.00,0,996,1,0.07
17,101,1.90,141,82,0.00,0.00,0,1019,1,0.07
71,101,1.90,174,114,0.00,0.00,0,1006,1,0.07
22,101,1.90,142,87,0.00,0.00,0,1005,1,0.07
70,101,1.90,178,115,0.00,0.00,0,1009,1,0.07
21,101,1.90,140,87,0.00,0.00,0,1003,1,0.07
71,101,1.90,162,116,0.00,0.00,0,998,1,0.07
20,101,1.90,138,86,0.00,0.00,0,1004,1,0.07
68,101,1.90,178,113,0.00,0.00,0,986,1,0.07
24,101,1.90,139,89,0.00,0.00,0,1010,1,0.07
76,101,1.90,191,120,0.00,0.00,0,1004,1,0.07
12,101,1.90,122,81,0.00,0.00,0,1033,1,0.07
76,101,1.90,179,117,0.00,0.00,0,1017,1,0.07
12,101,1.90,133,81,0.00,0.00,0,1015,1,0.07
75,101,1.90,190,118,0.00,0.00,0,1018,1,0.07
13,101,1.90,122,83,0.00,0.00,0,1029,1,0.07
73,101,1.90,177,118,0.00,0.00,0,1013,1,0.07
14,101,1.90,129,84,0.00,0.00,0,1031,1,0.07
73,101,1.90,176,118,0.00,0.00,0,1017,1,0.07
14,101,1.90,126,84,0.00,0.00,0,1009,1,0.07
72,101,1.90,174,117,0.00,0.00,0,988,1,0.07
17,101,1.90,137,86,0.00,0.00,0,983,1,0.07
75,101,1.90,192,120,0.00,0.00,0,966,1,0.07
13,101,1.90,132,83,0.00,0.00,0,957,1,0.07
76,101,1.90,179,119,0.00,0.00,0,959,1,0.07
10,101,1.90,133,81,0.00,0.00,0,955,1,0.07
73,101,1.90,169,117,0.00,0.00,0,951,1,0.07
15,101,1.90,141,85,0.00,0.00,0,945,1,0.07
68,101,1.90,169,115,0.00,0.00,0,936,1,0.07
23,101,1.90,128,90,0.00,0.00,0,875,1,0.07
68,101,1.90,175,116,0.00,0.00,0,777,1,0.07
22,101,1.90,137,88,0.00,0.00,0,670,1,0.07
69,101,1.90,162,115,0.00,0.00,0,698,1,0.07
21,101,1.90,131,87,0.00,0.00,0,699,1,0.07
70,101,1.90,160,115,0.00,0.00,0,681,1,0.07
21,101,1.90,134,87,0.00,0.00,0,726,1,0.07
67,101,1.90,150,113,0.00,0.00,0,611,1,0.07
26,101,10.60,145,90,0.00,0.00,0,1179,1,0.07
58,110,12.00,191,117,0.00,0.00,0,1280,1,0.07
26,112,12.20,162,101,0.00,0.00,0,1392,1,0.07
55,112,14.40,197,118,0.00,0.00,0,1509,1,0.07
22,114,14.50,174,102,0.00,0.00,0,1545,1,0.07
49,114,14.60,187,118,0.00,0.00,0,1573,1,0.07
28,114,14.70,177,108,0.00,0.00,0,1588,1,0.07
45,114,16.40,189,118,0.00,0.00,0,1683,1,0.07
26,116,18.50,174,109,0.00,0.00,0,1826,1,0.07
37,118,18.40,191,117,0.00,0.00,0,1851,1,0.07
13,128,10.60,180,113,0.00,0.00,0,1749,2,0.07
46,110,6.60,194,118,0.00,0.00,0,1581,1,0.07
17,116,2.90,165,109,0.00,0.00,0,1343,2,0.07
53,102,1.90,188,117,0.00,0.00,0,1100,1,0.07
28,101,1.90,169,102,0.00,0.00,0,1005,1,0.07
51,101,1.90,160,112,0.00,0.00,0,982,1,0.07
44,101,1.90,166,107,0.00,0.00,0,967,1,0.07
56,101,1.90,158,111,0.00,0.00,0,928,1,0.07
44,101,2.00,169,101,0.00,0.00,0,901,1,0.07
53,102,6.20,155,105,0.00,0.00,0,894,1,0.07
46,106,6.00,163,104,0.00,0.00,0,993,1,0.07
54,106,6.80,173,109,0.00,0.00,0,1093,1,0.07
45,106,10.70,167,103,0.00,0.00,0,1275,1,0.07
50,110,12.20,177,109,0.00,0.00,0,1425,1,0.07
40,112,12.30,167,106,0.00,0.00,0,1475,1,0.07
48,112,12.30,177,111,0.00,0.00,0,1486,1,0.07
39,112,12.30,173,107,0.00,0.00,0,1514,1,0.07
46,112,12.30,181,113,0.00,0.00,0,1525,1,0.07
37,112,14.70,172,108,0.00,0.00,0,1618,1,0.07
40,114,16.80,185,112,0.00,0.00,0,1745,1,0.07
37,116,17.40,174,113,0.00,0.00,0,1815,1,0.07
16,127,13.90,177,111,0.00,0.00,0,1770,2,0.07
43,113,7.50,185,116,0.00,0.00,0,1552,1,0.07
19,117,4.70,167,109,0.00,0.00,0,1467,2,0.07
48,104,2.00,172,115,0.00,0.00,0,1145,1,0.07
32,102,1.90,169,105,0.00,0.00,0,1033,1,0.07
49,101,1.90,173,111,0.00,0.00,0,984,1,0.07
44,101,1.90,162,107,0.00,0.00,0,966,1,0.07
55,101,1.90,179,111,0.00,0.00,0,959,1,0.07
43,101,1.90,151,101,0.00,0.00,0,1013,1,0.07
57,101,1.90,170,107,0.00,0.00,0,937,1,0.07
51,101,1.90,155,103,0.00,0.00,0,892,1,0.07
55,101,1.90,166,104,0.00,0.00,0,813,1,0.07
53,101,1.90,163,102,0.00,0.00,0,753,1,0.07
55,101,1.90,163,102,0.00,0.00,0,724,1,0.07
57,101,1.90,151,103,0.00,0.00,0,698,1,0.07
56,101,1.90,151,102,0.00,0.00,0,732,1,0.07
56,101,2.00,160,101,0.00,0.00,0,660,1,0.07
56,102,2.10,149,102,0.00,0.00,0,757,1,0.07
55,102,2.20,161,101,0.00,0.00,0,701,1,0.07
56,102,2.00,149,102,0.00,0.00,0,754,1,0.07
55,102,2.10,154,101,0.00,0.00,0,672,1,0.07
55,102,2.10,156,101,0.00,0.00,0,779,1,0.07
54,102,2.10,162,101,0.00,0.00,0,706,1,0.07
54,102,2.10,166,101,0.00,0.00,0,759,1,0.07
51,102,2.10,151,100,0.00,0.00,0,721,1,0.07
54,102,2.10,153,102,0.00,0.00,0,702,1,0.07
52,102,2.10,153,101,0.00,0.00,0,745,1,0.07
56,102,2.10,165,104,0.00,0.00,0,671,1,0.07
51,102,2.10,149,101,0.00,0.00,0,768,1,0.07
53,102,2.10,165,102,0.00,0.00,0,687,1,0.07
54,102,1.90,164,103,0.00,0.00,0,753,1,0.07
54,101,1.90,153,102,0.00,0.00,0,691,1,0.07
52,101,1.90,154,100,0.00,0.00,0,714,1,0.07
60,101,1.90,152,105,0.00,0.00,0,694,1,0.07
52,101,1.90,160,100,0.00,0.00,0,707,1,0.07
58,101,1.90,152,103,0.00,0.00,0,720,1,0.07
55,101,1.90,156,101,0.00,0.00,0,692,1,0.07
55,101,1.90,152,100,0.00,0.00,0,722,1,0.07
56,101,1.90,152,101,0.00,0.00,0,685,1,0.07
56,101,1.90,161,102,0.00,0.00,0,703,1,0.07
56,101,1.90,152,102,0.00,0.00,0,735,1,0.07
