RPM,Bar,MAP,Temp,TPS,Voltage,MPH,EPCPSI,controlslocked,EPCPWM,Gear,TCC,Fuel,Oil
878,100.0,27.7,192.0,1.9,12.9,19,55,0,72,3,0,6,43
878,100.0,27.7,192.0,1.9,12.9,19,55,0,72,3,0,6,43
878,100.0,27.7,192.0,1.9,12.9,19,55,0,72,3,0,6,38
850,100.0,28.2,192.0,1.9,12.8,19,56,0,69,3,0,7,38
850,100.0,28.2,192.0,1.9,12.8,19,56,0,69,3,0,7,38
850,100.0,28.2,192.0,1.9,12.8,19,56,0,69,3,0,7,38
850,100.0,28.2,192.0,1.9,12.8,19,38,0,64,3,0,8,40
813,100.0,29.2,192.0,1.9,12.8,19,38,0,64,3,0,8,40
813,100.0,29.2,192.0,1.9,12.8,19,38,0,64,3,0,8,40
813,100.0,29.2,192.0,1.9,12.8,19,38,0,64,3,0,8,40
813,100.0,29.2,192.0,1.9,12.8,19,38,0,63,3,0,7,36
777,100.0,30.0,192.0,1.9,12.8,19,38,0,63,3,0,7,36
777,100.0,30.0,192.0,1.9,12.8,19,38,0,63,3,0,7,36
777,100.0,30.0,192.0,1.9,12.8,19,38,0,63,3,0,7,36
777,100.0,30.0,192.0,1.9,12.8,19,38,0,63,3,0,7,36
743,100.0,30.7,192.0,1.9,12.8,19,45,0,65,3,0,7,35
743,100.0,30.7,192.0,1.9,12.8,19,45,0,65,3,0,7,35
743,100.0,30.7,192.0,1.9,12.8,19,45,0,65,3,0,7,35
743,100.0,30.7,192.0,1.9,12.8,19,45,0,65,3,0,7,35
704,100.0,31.8,192.0,1.9,12.9,19,41,0,62,3,0,7,33
704,100.0,31.8,192.0,1.9,12.9,19,41,0,62,3,0,7,33
704,100.0,31.8,192.0,1.9,12.9,19,41,0,62,3,0,7,33
704,100.0,31.8,192.0,1.9,12.9,19,41,0,62,3,0,7,33
668,100.0,33.3,192.1,1.9,12.8,19,52,0,68,3,0,7,30
668,100.0,33.3,192.1,1.9,12.8,19,52,0,68,3,0,7,30
668,100.0,33.3,192.1,1.9,12.8,19,52,0,68,3,0,7,30
649,100.0,34.9,192.2,1.9,12.8,19,52,0,68,3,0,7,30
649,100.0,34.9,192.2,1.9,12.8,19,52,0,68,3,0,7,30
649,100.0,34.9,192.2,1.9,12.8,19,52,0,68,3,0,7,30
649,100.0,34.9,192.2,1.9,12.8,19,52,0,68,3,0,7,30
637,100.0,35.7,192.2,1.9,12.8,19,52,0,68,3,0,7,30
637,100.0,35.7,192.2,1.9,12.8,15,51,0,68,3,0,7,30
637,100.0,35.7,192.2,1.9,12.8,15,51,0,68,3,0,7,30
637,100.0,35.7,192.2,1.9,12.8,15,51,0,68,3,0,7,30
624,100.0,36.6,192.0,1.9,12.8,15,51,0,68,3,0,7,30
624,100.0,36.6,192.0,1.9,12.8,14,48,0,66,3,0,7,27
624,100.0,36.6,192.0,1.9,12.8,14,48,0,66,3,0,7,27
624,100.0,36.6,192.0,1.9,12.8,14,48,0,66,3,0,7,27
629,100.0,37.4,192.0,1.9,12.9,14,48,0,66,3,0,7,27
629,100.0,37.4,192.0,1.9,12.9,14,49,0,66,3,0,7,30
629,100.0,37.4,192.0,1.9,12.9,14,49,0,66,3,0,7,30
629,100.0,37.4,192.0,1.9,12.9,14,49,0,66,3,0,7,30
635,100.0,37.9,192.0,1.9,12.7,14,49,0,66,3,0,7,30
635,100.0,37.9,192.0,1.9,12.7,13,0,0,114,3,0,7,31
635,100.0,37.9,192.0,1.9,12.7,13,0,0,114,3,0,7,31
635,100.0,37.9,192.0,1.9,12.7,13,0,0,114,3,0,7,31
635,100.0,37.9,192.0,1.9,12.7,13,0,0,114,3,0,7,31
635,100.0,37.9,192.0,1.9,12.7,13,0,0,114,3,0,7,31
655,100.0,38.0,192.6,1.9,12.8,11,0,0,94,3,0,7,33
655,100.0,38.0,192.6,1.9,12.8,11,0,0,94,3,0,7,33
677,100.0,37.5,192.2,1.9,12.9,11,0,0,94,3,0,7,33
677,100.0,37.5,192.2,1.9,12.9,11,40,0,70,2,0,7,32
677,100.0,37.5,192.2,1.9,12.9,11,40,0,70,2,0,7,32
677,100.0,37.5,192.2,1.9,12.9,11,40,0,70,2,0,7,32
675,100.0,37.1,192.2,1.9,12.9,11,40,0,70,2,0,7,32
675,100.0,37.1,192.2,1.9,12.9,11,42,0,67,2,0,7,33
675,100.0,37.1,192.2,1.9,12.9,11,42,0,67,2,0,7,33
675,100.0,37.1,192.2,1.9,12.9,11,42,0,67,2,0,7,33
697,100.0,36.4,192.2,1.9,12.9,11,42,0,67,2,0,7,33
697,100.0,36.4,192.2,1.9,12.9,11,42,0,67,2,0,7,33
697,100.0,36.4,192.2,1.9,12.9,10,42,0,71,2,0,7,33
697,100.0,36.4,192.2,1.9,12.9,10,42,0,71,2,0,7,33
733,100.0,35.6,192.2,1.9,12.9,10,42,0,71,2,0,7,33
733,100.0,35.6,192.2,1.9,12.9,10,42,0,71,2,0,7,33
733,100.0,35.6,192.2,1.9,12.9,10,37,0,72,2,0,7,36
733,100.0,35.6,192.2,1.9,12.9,10,37,0,72,2,0,7,36
781,100.0,34.1,192.2,1.9,12.9,10,37,0,72,2,0,7,36
781,100.0,34.1,192.2,1.9,12.9,10,37,0,72,2,0,7,36
781,100.0,34.1,192.2,1.9,12.9,9,37,0,70,2,0,7,39
781,100.0,34.1,192.2,1.9,12.9,9,37,0,70,2,0,7,39
812,100.0,32.6,192.2,1.9,12.9,9,37,0,70,2,0,7,39
812,100.0,32.6,192.2,1.9,12.9,9,37,0,70,2,0,7,39
812,100.0,32.6,192.2,1.9,12.9,8,32,0,68,2,0,8,36
812,100.0,32.6,192.2,1.9,12.9,8,32,0,68,2,0,8,36
835,100.0,31.6,192.4,1.9,12.9,8,32,0,68,2,0,8,36
835,100.0,31.6,192.4,1.9,12.9,8,32,0,68,2,0,8,36
835,100.0,31.6,192.4,1.9,12.9,9,38,0,71,2,0,7,40
835,100.0,31.6,192.4,1.9,12.9,9,38,0,71,2,0,7,40
820,100.0,30.9,192.3,1.9,12.9,9,38,0,71,2,0,7,40
820,100.0,30.9,192.3,1.9,12.9,9,38,0,71,2,0,7,40
820,100.0,30.9,192.3,1.9,12.9,9,40,0,71,2,0,7,38
820,100.0,30.9,192.3,1.9,12.9,9,40,0,71,2,0,7,38
810,100.0,30.7,192.3,1.9,12.8,9,40,0,71,2,0,7,38
810,100.0,30.7,192.3,1.9,12.8,9,40,0,71,2,0,7,38
810,100.0,30.7,192.3,1.9,12.8,9,38,0,71,2,0,8,37
810,100.0,30.7,192.3,1.9,12.8,9,38,0,71,2,0,8,37
786,100.0,31.1,192.2,1.9,12.9,9,38,0,71,2,0,8,37
786,100.0,31.1,192.2,1.9,12.9,9,38,0,71,2,0,8,37
786,100.0,31.1,192.2,1.9,12.9,9,38,0,71,2,0,8,37
787,100.0,31.1,192.4,1.9,12.9,8,0,0,120,2,0,7,38
787,100.0,31.1,192.4,1.9,12.9,8,0,0,120,2,0,7,38
787,100.0,31.1,192.4,1.9,12.9,8,0,0,120,2,0,7,38
787,100.0,31.1,192.4,1.9,12.9,8,12,0,91,2,0,7,38
790,100.0,31.0,191.6,1.9,12.8,8,12,0,91,2,0,7,38
790,100.0,31.0,191.6,1.9,12.8,8,12,0,91,2,0,7,38
790,100.0,31.0,191.6,1.9,12.8,8,12,0,91,2,0,7,38
790,100.0,31.0,191.6,1.9,12.8,8,12,0,91,2,0,7,38
805,100.0,31.1,192.2,1.9,12.8,7,27,0,120,2,0,7,39
805,100.0,31.1,192.2,1.9,12.8,7,27,0,120,2,0,7,39
805,100.0,31.1,192.2,1.9,12.8,7,27,0,120,2,0,7,39
805,100.0,31.1,192.2,1.9,12.8,7,27,0,120,2,0,7,39
808,100.0,31.1,192.2,1.9,12.9,7,55,0,59,1,0,7,38
808,100.0,31.1,192.2,1.9,12.9,7,55,0,59,1,0,7,38
808,100.0,31.1,192.2,1.9,12.9,7,55,0,59,1,0,7,38
808,100.0,31.1,192.2,1.9,12.9,7,55,0,59,1,0,7,38
814,100.0,30.5,192.2,1.9,12.9,8,43,0,76,1,0,7,36
814,100.0,30.5,192.2,1.9,12.9,8,43,0,76,1,0,7,36
814,100.0,30.5,192.2,1.9,12.9,8,43,0,76,1,0,7,36
814,100.0,30.5,192.2,1.9,12.9,8,43,0,76,1,0,7,36
811,100.0,30.8,192.5,1.9,12.9,8,40,0,76,1,0,7,39
811,100.0,30.8,192.5,1.9,12.9,8,40,0,76,1,0,7,39
811,100.0,30.8,192.5,1.9,12.9,8,40,0,76,1,0,7,39
811,100.0,30.8,192.5,1.9,12.9,8,40,0,76,1,0,7,39
803,100.0,30.8,192.4,1.9,12.9,8,34,0,71,1,0,7,35
803,100.0,30.8,192.4,1.9,12.9,8,34,0,71,1,0,7,35
803,100.0,30.8,192.4,1.9,12.9,8,34,0,71,1,0,7,35
803,100.0,30.8,192.4,1.9,12.9,8,34,0,71,1,0,7,35
796,100.0,30.7,192.5,1.9,12.8,8,40,0,73,1,0,8,40
796,100.0,30.7,192.5,1.9,12.8,8,40,0,73,1,0,8,40
796,100.0,30.7,192.5,1.9,12.8,8,40,0,73,1,0,8,40
796,100.0,30.7,192.5,1.9,12.8,8,40,0,73,1,0,8,40
787,100.0,30.8,192.4,1.9,12.8,8,42,0,73,1,0,8,39
787,100.0,30.8,192.4,1.9,12.8,8,42,0,73,1,0,8,39
787,100.0,30.8,192.4,1.9,12.8,8,42,0,73,1,0,8,39
787,100.0,30.8,192.4,1.9,12.8,8,42,0,73,1,0,8,39
793,100.0,30.8,192.5,1.9,12.8,8,42,0,73,1,0,8,39
793,100.0,30.8,192.5,1.9,12.8,8,28,0,70,1,0,7,34
793,100.0,30.8,192.5,1.9,12.8,8,28,0,70,1,0,7,34
793,100.0,30.8,192.5,1.9,12.8,8,28,0,70,1,0,7,34
784,100.0,30.8,192.5,1.9,12.8,8,28,0,70,1,0,7,34
784,100.0,30.8,192.5,1.9,12.8,8,34,0,70,1,0,7,37
784,100.0,30.8,192.5,1.9,12.8,8,34,0,70,1,0,7,37
784,100.0,30.8,192.5,1.9,12.8,8,34,0,70,1,0,7,37
772,100.0,31.3,192.5,1.9,12.8,8,34,0,70,1,0,7,37
772,100.0,31.3,192.5,1.9,12.8,8,42,0,76,1,0,7,34
772,100.0,31.3,192.5,1.9,12.8,8,42,0,76,1,0,7,34
772,100.0,31.3,192.5,1.9,12.8,8,42,0,76,1,0,7,34
782,100.0,31.6,192.3,1.9,12.9,8,42,0,76,1,0,7,34
782,100.0,31.6,192.3,1.9,12.9,9,63,0,80,1,0,7,36
782,100.0,31.6,192.3,1.9,12.9,9,63,0,80,1,0,7,36
782,100.0,31.6,192.3,1.9,12.9,9,63,0,80,1,0,7,36
780,100.0,31.7,192.5,1.9,12.9,9,63,0,80,1,0,7,36
780,100.0,31.7,192.5,1.9,12.9,8,46,0,75,1,0,7,38
780,100.0,31.7,192.5,1.9,12.9,8,46,0,75,1,0,7,38
780,100.0,31.7,192.5,1.9,12.9,8,46,0,75,1,0,7,38
765,100.0,31.9,192.8,1.9,12.9,8,46,0,75,1,0,7,38
765,100.0,31.9,192.8,1.9,12.9,8,46,0,75,1,0,7,38
765,100.0,31.9,192.8,1.9,12.9,9,49,0,80,1,0,7,37
765,100.0,31.9,192.8,1.9,12.9,9,49,0,80,1,0,7,37
759,100.0,31.8,192.8,1.9,12.9,9,49,0,80,1,0,7,37
759,100.0,31.8,192.8,1.9,12.9,9,49,0,80,1,0,7,37
759,100.0,31.8,192.8,1.9,12.9,8,36,0,74,1,0,7,36
759,100.0,31.8,192.8,1.9,12.9,8,36,0,74,1,0,7,36
757,100.0,32.2,192.8,1.9,12.9,8,36,0,74,1,0,7,36
757,100.0,32.2,192.8,1.9,12.9,8,36,0,74,1,0,7,36
757,100.0,32.2,192.8,1.9,12.9,7,42,0,76,1,0,7,37
757,100.0,32.2,192.8,1.9,12.9,7,42,0,76,1,0,7,37
747,100.0,32.1,192.7,1.9,12.9,7,42,0,76,1,0,7,37
747,100.0,32.1,192.7,1.9,12.9,7,42,0,76,1,0,7,37
747,100.0,32.1,192.7,1.9,12.9,7,37,0,74,1,0,7,35
738,100.0,32.6,191.7,1.9,12.9,7,37,0,74,1,0,7,35
738,100.0,32.6,191.7,1.9,12.9,7,37,0,74,1,0,7,35
738,100.0,32.6,191.7,1.9,12.9,7,37,0,74,1,0,7,35
738,100.0,32.6,191.7,1.9,12.9,4,34,0,73,1,0,7,33
720,100.0,32.8,192.7,1.9,12.8,4,34,0,73,1,0,7,33
720,100.0,32.8,192.7,1.9,12.8,4,34,0,73,1,0,7,33
720,100.0,32.8,192.7,1.9,12.8,4,34,0,73,1,0,7,33
720,100.0,32.8,192.7,1.9,12.8,3,41,0,74,1,0,7,34
706,100.0,33.4,192.7,1.9,12.8,3,41,0,74,1,0,7,34
706,100.0,33.4,192.7,1.9,12.8,3,41,0,74,1,0,7,34
706,100.0,33.4,192.7,1.9,12.8,3,41,0,74,1,0,7,34
706,100.0,33.4,192.7,1.9,12.8,3,45,0,77,1,0,7,33
679,100.0,34.1,192.8,1.9,12.8,3,45,0,77,1,0,7,33
679,100.0,34.1,192.8,1.9,12.8,3,45,0,77,1,0,7,33
679,100.0,34.1,192.8,1.9,12.8,3,45,0,77,1,0,7,33
679,100.0,34.1,192.8,1.9,12.8,4,37,0,74,1,0,6,31
677,100.0,34.8,193.0,1.9,12.8,4,37,0,74,1,0,6,31
677,100.0,34.8,193.0,1.9,12.8,4,37,0,74,1,0,6,31
677,100.0,34.8,193.0,1.9,12.8,4,37,0,74,1,0,6,31
677,100.0,34.8,193.0,1.9,12.8,4,37,0,74,1,0,6,31
662,100.0,35.3,193.0,1.9,12.9,5,37,0,73,1,0,6,29
662,100.0,35.3,193.0,1.9,12.9,5,37,0,73,1,0,6,29
662,100.0,35.3,193.0,1.9,12.9,5,37,0,73,1,0,6,29
662,100.0,35.3,193.0,1.9,12.9,5,37,0,73,1,0,6,29
663,100.0,35.9,192.9,1.9,12.9,5,48,0,78,1,0,7,32
663,100.0,35.9,192.9,1.9,12.9,5,48,0,78,1,0,7,32
663,100.0,35.9,192.9,1.9,12.9,5,48,0,78,1,0,7,32
663,100.0,35.9,192.9,1.9,12.9,5,48,0,78,1,0,7,32
672,100.0,36.0,193.1,1.9,12.9,7,35,0,72,1,0,7,33
672,100.0,36.0,193.1,1.9,12.9,7,35,0,72,1,0,7,33
672,100.0,36.0,193.1,1.9,12.9,7,35,0,72,1,0,7,33
672,100.0,36.0,193.1,1.9,12.9,7,35,0,72,1,0,7,33
672,100.0,36.0,193.0,1.9,12.9,5,40,0,75,1,0,7,33
672,100.0,36.0,193.0,1.9,12.9,5,40,0,75,1,0,7,33
672,100.0,36.0,193.0,1.9,12.9,5,40,0,75,1,0,7,33
672,100.0,36.0,193.0,1.9,12.9,5,40,0,75,1,0,7,33
662,100.0,36.0,193.0,1.9,12.9,6,42,0,78,1,0,7,33
662,100.0,36.0,193.0,1.9,12.9,6,42,0,78,1,0,7,33
662,100.0,36.0,193.0,1.9,12.9,6,42,0,78,1,0,7,33
662,100.0,36.0,193.0,1.9,12.9,6,42,0,78,1,0,7,33
652,100.0,36.3,192.9,1.9,12.8,6,42,0,78,1,0,7,33
652,100.0,36.3,192.9,1.9,12.8,6,33,0,72,1,0,7,31
652,100.0,36.3,192.9,1.9,12.8,6,33,0,72,1,0,7,31
652,100.0,36.3,192.9,1.9,12.8,6,33,0,72,1,0,7,31
645,100.0,36.7,192.9,1.9,12.8,6,33,0,72,1,0,7,31
645,100.0,36.7,192.9,1.9,12.8,11,38,0,75,1,0,7,29
645,100.0,36.7,192.9,1.9,12.8,11,38,0,75,1,0,7,29
645,100.0,36.7,192.9,1.9,12.8,11,38,0,75,1,0,7,29
639,100.0,37.1,192.8,1.9,12.9,11,38,0,75,1,0,7,29
639,100.0,37.1,192.8,1.9,12.9,26,39,0,76,1,0,7,29
639,100.0,37.1,192.8,1.9,12.9,26,39,0,76,1,0,7,29
639,100.0,37.1,192.8,1.9,12.9,26,39,0,76,1,0,7,29
642,100.0,37.6,193.0,1.9,12.9,26,39,0,76,1,0,7,29
642,100.0,37.6,193.0,1.9,12.9,26,39,0,76,1,0,7,29
642,100.0,37.6,193.0,1.9,12.9,7,43,0,76,1,0,7,31
642,100.0,37.6,193.0,1.9,12.9,7,43,0,76,1,0,7,31
639,100.0,37.8,192.9,1.9,12.9,7,43,0,76,1,0,7,31
639,100.0,37.8,192.9,1.9,12.9,7,43,0,76,1,0,7,31
639,100.0,37.8,192.9,1.9,12.9,7,43,0,76,1,0,7,31
639,100.0,37.8,192.9,1.9,12.9,7,43,0,76,1,0,7,31
651,100.0,37.8,193.0,1.9,13.0,7,43,0,76,1,0,7,31
651,100.0,37.8,193.0,1.9,13.0,7,43,0,76,1,0,7,31
651,100.0,37.8,193.0,1.9,13.0,7,43,0,76,1,0,7,31
651,100.0,37.8,193.0,1.9,13.0,7,43,0,76,1,0,7,31
647,100.0,37.3,193.4,1.9,12.9,7,43,0,76,1,0,7,31
647,100.0,37.3,193.4,1.9,12.9,7,43,0,76,1,0,7,31
647,100.0,37.3,193.4,1.9,12.9,7,43,0,76,1,0,7,31
647,100.0,37.3,193.4,1.9,12.9,7,43,0,76,1,0,7,31
628,100.0,37.6,193.2,1.9,12.9,7,43,0,76,1,0,7,31
628,100.0,37.6,193.2,1.9,12.9,7,43,0,76,1,0,7,31
628,100.0,37.6,193.2,1.9,12.9,7,43,0,76,1,0,7,31
628,100.0,37.6,193.2,1.9,12.9,7,45,0,76,1,0,7,29
600,100.0,38.4,193.2,1.9,12.9,7,45,0,76,1,0,7,29
600,100.0,38.4,193.2,1.9,12.9,7,45,0,76,1,0,7,29
600,100.0,38.4,193.2,1.9,12.9,7,45,0,76,1,0,7,29
600,100.0,38.4,193.2,1.9,12.9,7,39,0,73,1,0,7,26
583,100.0,39.4,192.8,1.9,12.9,7,39,0,73,1,0,7,26
583,100.0,39.4,192.8,1.9,12.9,7,39,0,73,1,0,7,26
583,100.0,39.4,192.8,1.9,12.9,7,39,0,73,1,0,7,26
576,100.0,40.3,193.0,1.9,12.9,2,40,0,74,1,0,7,24
576,100.0,40.3,193.0,1.9,12.9,2,40,0,74,1,0,7,24
576,100.0,40.3,193.0,1.9,12.9,2,40,0,74,1,0,7,24
576,100.0,40.3,193.0,1.9,12.9,2,40,0,74,1,0,7,24
567,100.0,41.0,192.9,1.9,12.9,0,40,0,73,1,0,7,24
567,100.0,41.0,192.9,1.9,12.9,0,40,0,73,1,0,7,24
567,100.0,41.0,192.9,1.9,12.9,0,40,0,73,1,0,7,24
567,100.0,41.0,192.9,1.9,12.9,0,40,0,73,1,0,7,24
563,100.0,41.8,193.3,1.9,12.8,0,40,0,73,1,0,7,24
563,100.0,41.8,193.3,1.9,12.8,0,40,0,73,1,0,7,24
563,100.0,41.8,193.3,1.9,12.8,0,40,0,73,1,0,7,24
563,100.0,41.8,193.3,1.9,12.8,0,40,0,73,1,0,7,24
578,100.0,42.2,193.2,1.9,12.9,0,40,0,74,1,0,8,24
578,100.0,42.2,193.2,1.9,12.9,0,40,0,74,1,0,8,24
578,100.0,42.2,193.2,1.9,12.9,0,40,0,74,1,0,8,24
578,100.0,42.2,193.2,1.9,12.9,0,40,0,74,1,0,8,24
584,100.0,42.2,193.5,1.9,12.9,0,41,0,74,1,0,8,25
584,100.0,42.2,193.5,1.9,12.9,0,41,0,74,1,0,8,25
584,100.0,42.2,193.5,1.9,12.9,0,41,0,74,1,0,8,25
584,100.0,42.2,193.5,1.9,12.9,0,41,0,74,1,0,8,25
596,100.0,42.0,193.2,1.9,12.9,0,40,0,74,1,0,8,25
596,100.0,42.0,193.2,1.9,12.9,0,40,0,74,1,0,8,25
596,100.0,42.0,193.2,1.9,12.9,0,40,0,74,1,0,8,25
596,100.0,42.0,193.2,1.9,12.9,0,40,0,74,1,0,8,25
587,100.0,42.0,193.2,1.9,12.9,0,41,0,74,1,0,8,25
587,100.0,42.0,193.2,1.9,12.9,0,41,0,74,1,0,8,25
587,100.0,42.0,193.2,1.9,12.9,0,41,0,74,1,0,8,25
587,100.0,42.0,193.2,1.9,12.9,0,40,0,74,1,0,7,26
575,100.0,42.3,193.3,1.9,12.8,0,40,0,74,1,0,7,26
575,100.0,42.3,193.3,1.9,12.8,0,40,0,74,1,0,7,26
575,100.0,42.3,193.3,1.9,12.8,0,40,0,74,1,0,7,26
575,100.0,42.3,193.3,1.9,12.8,0,40,0,74,1,0,7,26
588,100.0,42.3,193.2,1.9,12.9,0,40,0,73,1,0,7,31
588,100.0,42.3,193.2,1.9,12.9,0,40,0,73,1,0,7,31
588,100.0,42.3,193.2,1.9,12.9,0,40,0,73,1,0,7,31
588,100.0,42.3,193.2,1.9,12.9,0,42,0,74,1,0,7,27
578,100.0,42.2,192.9,1.9,12.9,0,42,0,74,1,0,7,27
578,100.0,42.2,192.9,1.9,12.9,0,42,0,74,1,0,7,27
578,100.0,42.2,192.9,1.9,12.9,0,42,0,74,1,0,7,27
578,100.0,42.2,192.9,1.9,12.9,0,38,0,74,1,0,7,26
586,100.0,42.3,193.4,1.9,12.9,0,38,0,74,1,0,7,26
586,100.0,42.3,193.4,1.9,12.9,0,38,0,74,1,0,7,26
586,100.0,42.3,193.4,1.9,12.9,0,38,0,74,1,0,7,26
586,100.0,42.3,193.4,1.9,12.9,0,40,0,74,1,0,7,25
588,100.0,42.2,193.4,1.9,12.9,0,40,0,74,1,0,7,25
588,100.0,42.2,193.4,1.9,12.9,0,40,0,74,1,0,7,25
588,100.0,42.2,193.4,1.9,12.9,0,40,0,74,1,0,7,25
588,100.0,42.2,193.4,1.9,12.9,0,40,0,74,1,0,7,25
580,100.0,42.2,193.1,1.9,12.9,0,40,0,74,1,0,7,25
580,100.0,42.2,193.1,1.9,12.9,0,40,0,74,1,0,7,25
580,100.0,42.2,193.1,1.9,12.9,0,40,0,74,1,0,7,25
580,100.0,42.2,193.1,1.9,12.9,0,38,0,74,1,0,7,26
587,100.0,42.2,193.0,1.9,12.9,0,38,0,74,1,0,7,26
587,100.0,42.2,193.0,1.9,12.9,0,38,0,74,1,0,7,26
587,100.0,42.2,193.0,1.9,12.9,0,38,0,74,1,0,7,26
587,100.0,42.2,193.0,1.9,12.9,0,39,0,74,1,0,7,26
592,100.0,41.7,193.2,1.9,12.9,0,39,0,74,1,0,7,26
592,100.0,41.7,193.2,1.9,12.9,0,39,0,74,1,0,7,26
592,100.0,41.7,193.2,1.9,12.9,0,39,0,74,1,0,7,26
592,100.0,41.7,193.2,1.9,12.9,0,38,0,74,1,0,7,26
579,100.0,41.7,193.2,1.9,12.8,0,38,0,74,1,0,7,26
579,100.0,41.7,193.2,1.9,12.8,0,38,0,74,1,0,7,26
579,100.0,41.7,193.2,1.9,12.8,0,38,0,74,1,0,7,26
576,100.0,41.9,193.4,1.9,12.8,0,39,0,74,1,0,7,26
576,100.0,41.9,193.4,1.9,12.8,0,39,0,74,1,0,7,26
576,100.0,41.9,193.4,1.9,12.8,0,39,0,74,1,0,7,26
576,100.0,41.9,193.4,1.9,12.8,0,39,0,74,1,0,7,26
566,100.0,42.2,193.3,1.9,12.8,0,41,0,75,1,0,7,26
566,100.0,42.2,193.3,1.9,12.8,0,41,0,75,1,0,7,26
566,100.0,42.2,193.3,1.9,12.8,0,41,0,75,1,0,7,26
566,100.0,42.2,193.3,1.9,12.8,0,41,0,75,1,0,7,26
583,100.0,42.7,193.3,1.9,12.8,0,39,0,75,1,0,8,27
583,100.0,42.7,193.3,1.9,12.8,0,39,0,75,1,0,8,27
583,100.0,42.7,193.3,1.9,12.8,0,39,0,75,1,0,8,27
583,100.0,42.7,193.3,1.9,12.8,0,39,0,75,1,0,8,27
582,100.0,42.6,193.5,1.9,12.9,0,41,0,75,1,0,8,29
582,100.0,42.6,193.5,1.9,12.9,0,41,0,75,1,0,8,29
582,100.0,42.6,193.5,1.9,12.9,0,41,0,75,1,0,8,29
582,100.0,42.6,193.5,1.9,12.9,0,41,0,75,1,0,8,29
579,100.0,42.5,193.5,1.9,12.9,0,39,0,73,1,0,7,29
579,100.0,42.5,193.5,1.9,12.9,0,39,0,73,1,0,7,29
579,100.0,42.5,193.5,1.9,12.9,0,39,0,73,1,0,7,29
579,100.0,42.5,193.5,1.9,12.9,0,39,0,73,1,0,7,29
571,100.0,42.6,193.5,1.9,12.9,0,42,0,75,1,0,7,28
571,100.0,42.6,193.5,1.9,12.9,0,42,0,75,1,0,7,28
571,100.0,42.6,193.5,1.9,12.9,0,42,0,75,1,0,7,28
571,100.0,42.6,193.5,1.9,12.9,0,42,0,75,1,0,7,28
573,100.0,42.6,193.4,1.9,12.9,0,42,0,75,1,0,7,27
573,100.0,42.6,193.4,1.9,12.9,0,42,0,75,1,0,7,27
573,100.0,42.6,193.4,1.9,12.9,0,42,0,75,1,0,7,27
573,100.0,42.6,193.4,1.9,12.9,0,42,0,75,1,0,7,27
584,100.0,42.3,193.7,1.9,12.9,0,40,0,74,1,0,7,27
584,100.0,42.3,193.7,1.9,12.9,0,40,0,74,1,0,7,27
584,100.0,42.3,193.7,1.9,12.9,0,40,0,74,1,0,7,27
584,100.0,42.3,193.7,1.9,12.9,0,40,0,74,1,0,7,27
571,100.0,42.3,193.7,1.9,12.9,0,43,0,74,1,0,7,27
571,100.0,42.3,193.7,1.9,12.9,0,43,0,74,1,0,7,27
571,100.0,42.3,193.7,1.9,12.9,0,43,0,74,1,0,7,27
571,100.0,42.3,193.7,1.9,12.9,0,43,0,74,1,0,7,27
560,100.0,42.4,193.4,1.9,12.9,0,40,0,73,1,0,7,27
560,100.0,42.4,193.4,1.9,12.9,0,40,0,73,1,0,7,27
560,100.0,42.4,193.4,1.9,12.9,0,40,0,73,1,0,7,27
560,100.0,42.4,193.4,1.9,12.9,0,40,0,73,1,0,7,27
567,100.0,42.5,193.7,1.9,12.9,0,36,0,71,1,0,7,26
567,100.0,42.5,193.7,1.9,12.9,0,36,0,71,1,0,7,26
567,100.0,42.5,193.7,1.9,12.9,0,36,0,71,1,0,7,26
567,100.0,42.5,193.7,1.9,12.9,0,36,0,71,1,0,7,26
577,100.0,42.5,194.1,1.9,12.8,0,41,0,74,1,0,7,27
577,100.0,42.5,194.1,1.9,12.8,0,41,0,74,1,0,7,27
577,100.0,42.5,194.1,1.9,12.8,0,41,0,74,1,0,7,27
577,100.0,42.5,194.1,1.9,12.8,0,41,0,74,1,0,7,27
584,100.0,42.1,193.7,1.9,12.8,0,40,0,74,1,0,8,27
584,100.0,42.1,193.7,1.9,12.8,0,40,0,74,1,0,8,27
584,100.0,42.1,193.7,1.9,12.8,0,40,0,74,1,0,8,27
584,100.0,42.1,193.7,1.9,12.8,0,40,0,74,1,0,8,27
587,100.0,42.0,193.7,1.9,12.9,0,40,0,74,1,0,7,27
587,100.0,42.0,193.7,1.9,12.9,0,40,0,74,1,0,7,27
587,100.0,42.0,193.7,1.9,12.9,0,40,0,74,1,0,7,27
587,100.0,42.0,193.7,1.9,12.9,0,40,0,74,1,0,7,27
584,100.0,41.8,193.9,1.9,12.9,0,41,0,75,1,0,7,27
584,100.0,41.8,193.9,1.9,12.9,0,41,0,75,1,0,7,27
584,100.0,41.8,193.9,1.9,12.9,0,41,0,75,1,0,7,27
584,100.0,41.8,193.9,1.9,12.9,0,41,0,75,1,0,7,27
567,100.0,41.9,193.9,1.9,12.9,0,39,0,74,1,0,7,27
567,100.0,41.9,193.9,1.9,12.9,0,39,0,74,1,0,7,27
567,100.0,41.9,193.9,1.9,12.9,0,39,0,74,1,0,7,27
560,100.0,42.8,193.9,1.9,12.9,0,39,0,74,1,0,7,27
